actor,country,description,genre,language,link_image,original_title,public,score,time,title,trailer_page_url,trailer_video,year
"Aamir Khan,Fatima Sana Shaikh,Sakshi Tanwar","India,United States",Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,"Biography,Drama,Sport","Hindi,English","https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_QL75_UY281_CR6,0,190,281_.jpg",Wrestling Competition,Not Rated,8.3,161,Dangal,https://www.imdb.com/video/vi2094904857/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2094904857/1434659607842-pgv4ql-1480442703628.mp4?Expires=1682016208&Signature=QvT8hKdWMIHSzSInqkg8ZXdOAXPjC~wuIbW01Dq4ho81JtYhS2vWIEVxuHCUHxG-9V5OFqMdlQj8aao8-MTBwAdDkE8hmGXVZRANwXTNILc8ORAAAzPHayJbS4IP221SvYdtUuB9TGIKHHGY1INFZ1GTvzDY8AVnpJcKAR5XQ1eusF24g88ojz8ppZyi9uuc1iNX7iaF1uTEmJjI35cuOtJIttCXURtpUAgHFFu2f7NHLY~re~TE~NEIRKsWY0cYs-7ssESemvItEJxPC3YsnMDuNrTJ-nWGX52jGBEp74KGPU3tyb5zddclb9bvSjMZ4LXLV2zikE1HyEYe6tArjw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2016
"Gian Maria Volontè,Clint Eastwood,Lee Van Cleef","Italy,Spain,West Germany",Two bounty hunters with the same intentions team up to track down an escaped Mexican outlaw.,Western,"Italian,English","https://m.media-amazon.com/images/M/MV5BMzJlZTNkYjQtMTE1OS00YTJlLTgxNjItYzg4NTllODdkMzBiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Za dolar več,R,8.2,132,For a Few Dollars More,https://www.imdb.com/video/vi3969303065/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3969303065/1434659607842-pgv4ql-1651192868613.mp4?Expires=1682016201&Signature=G~LczkJ0wXKIPBVWh~XodiVfaj3qJ0QvTci3nZaSDMFpEs8ljaCEnGsq3TdF-VVelLG0alPfYkoeMTdmXAgSAj~XnbfPT81f3Fz--~1~w80mtgG4eUEDSjaACZYwVl6~uoM6PqVInL0SFh1bfR6lfE5lEwzKUjfeyDRJGKW2ptgUVye0jXJJ8Is0u8fahY82O7OedNJjFqFHTUQl6FKjJdknYxlJdHPGPLKHLV25NGVN-N6AU1PqOa9MoKnvXFAUh7QAEHdt5JISKz7jBnsf7CqLGHb17apI58qxyK3TErsYIZyFQx5hbrEMCvxsAW3iqI7~Y5EpX-17oCEdekpskA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1965
"Jennifer Connelly,Miles Teller,Tom Cruise",United States,"After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN's elite graduates on a mission that demands the ...","Action,Drama",English,"https://m.media-amazon.com/images/M/MV5BZWYzOGEwNTgtNWU3NS00ZTQ0LWJkODUtMmVhMjIwMjA1ZmQwXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX190_CR0,0,190,281_.jpg",Phi Công Siêu Đẳng Maverick,PG-13,8.3,130,Top Gun: Maverick,https://www.imdb.com/video/vi632472089/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi632472089/1434659607842-pgv4ql-1648562542211.mp4?Expires=1682016207&Signature=ruhUjaqRvdRVfdUwwweBv1drdZ7Digqw6897bCh3YxrIPnpTQq-Ab9A7gHHo~cvJD1DsaUaa5uEnmlK-igJFBEH1jIpsHLKScge~dnrjRmp198sDch8zO2VLh7PcSJHVw8EPGSEbOFqNILjy9OimAQZJFcrG6T~h~h-2VXjAJ6NBM5LM0MpqN8E13vvNH4F2ptmiHS8Pm~PgnQ8ewWd~9qghhJ-e7xt~1K86TFRcRXDFUv14gjNA57OyvF33105~q8Q0VRyeNUir3tJCXJI05WxcjL~kKvyiPHilVs6NLi7TNA6BYFqa7o689lGgNBGsikJi8OFaBypauyf1GfHSkA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2022
"George MacKay,Daniel Mays,Dean-Charles Chapman","United Kingdom,United States,India,Spain","April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from wa...","Action,Drama,War","English,French,German","https://m.media-amazon.com/images/M/MV5BOTdmNTFjNDEtNzg0My00ZjkxLTg1ZDAtZTdkMDc2ZmFiNWQ1XkEyXkFqcGdeQXVyNTAzNzgwNTg@._V1_QL75_UX190_CR0,10,190,281_.jpg",Thế Chiến 1917,R,8.2,119,1917,https://www.imdb.com/video/vi4095655705/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi4095655705/1434659607842-pgv4ql-1576688989348.mp4?Expires=1682016205&Signature=llC8mUZfIF1yV3ZHFfRTiS~PPd~Tj8NUgvla04AiNtQ5wbq8K0DskF~1cqbIC~OiHm~1x6Und1UCj40j1oyjD4OiEMghEHHRQCszvAXfHIoedvd3mHiHTHqZ1Z5MI8qnsxhR7k1X8v3JneEmXUIFr7D7jQzZSb5ChgeZqelG3zlcw9f~m096buycBOFb9uUkBeZaF~-7kK-B-Syj4wGHxUQD2XEcjeqorVCtm7uEHEwHa8EaSZ-pYk8stZ0JCjWB5nrPAcT48VMi~eL4qJ0HWcGCSiYHraXFlxCvvuyPUkI1TfTmvPQecp0QVNCT~U5BSgW54oIsPJD-A1UznAreUg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2019
"Aamir Khan,Tanay Chheda,Darsheel Safary",India,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.","Drama,Family","Hindi,English","https://m.media-amazon.com/images/M/MV5BMDhjZWViN2MtNzgxOS00NmI4LThiZDQtZDI3MzM4MDE4NTc0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR4,0,190,281_.jpg",Taare Zameen Par,PG,8.3,165,Like Stars on Earth,https://www.imdb.com/video/vi1834943001/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1834943001/1434659607842-pgv4ql-1563657987957.mp4?Expires=1682016204&Signature=niIzgDVeiavHRq9dnGO-fFCR5A08i9ceR3rUShQ4j3OgGBSGDuejQEjlexczba8E6rWki8JUBhLwl1Ki6hEKRtDkZShDvQhD0PoCAkGipKSHntBxnnOJPUdXaEzkxasTg8zaeAPd3ATy0NaccRARs420PXs3mhfj6yQi86m73bor6ex6SlFW5M8G64no3KKBYX74ybGJFYTMbGteACpb5CRE2RqdL50OOIDngteFcfOruMRPMrDMG6quBNDpRWO~lfdE7MqGDIjeJYuGmmkeHl4zbLgGcXeU6stl3jU45cyFpSLTdKfL7GBhXJEfaoUumkS5dbb1lcbWSh659JApyg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2007
"Lamberto Maggiorani,Enzo Staiola,Lianella Carell",Italy,"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.",Drama,"Italian,English,German","https://m.media-amazon.com/images/M/MV5BNmI1ODdjODctMDlmMC00ZWViLWI5MzYtYzRhNDdjYmM3MzFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR3,0,190,281_.jpg",The Bicycle Thief,Not Rated,8.3,89,Bicycle Thieves,https://www.imdb.com/video/vi36354073/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi36354073/1434659607842-pgv4ql-1563524477079.mp4?Expires=1682016214&Signature=c6I9M7q3IzpUQHWIkJ-fszMvtAmavqc-9I3p4lkeBNWpJwBXG01T0uxtTjIvhQtJDlw5Z478124OjglvtfWzTW84senNQcngF7l0XuUc9VcvehR~GNfRHfOssza41CxI8rylusJ0~ta-wLri1fgG9uGfj0n5Bo9nioQmB1gSS~yF3UmV0whuWsyh9UuMY~x-5~HjCjhjHwayL9cBkkQ7pAOyci8mX-gYwmuB66xFwdOsjdZly12MWzoYDZURi~8hcCGSOT-OqrxZjx1qpMB3X6kYx5yrTxJrTRwIRJl3pBqS1TIAD468zbTrQLsRzpLVOjlsNJqWbgDWGD2Dk~d5-g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1948
"Harrison Ford,Sean Connery,Alison Doody",United States,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.","Action,Adventure","English,German,Greek,Arabic","https://m.media-amazon.com/images/M/MV5BY2Q0ODg4ZmItNDZiYi00ZWY5LTg2NzctNmYwZjA5OThmNzE1XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",Indiana Jones 3,PG-13,8.2,127,Indiana Jones and the Last Crusade,https://www.imdb.com/video/vi2007669529/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2007669529/1434659607842-pgv4ql-1564105104691.mp4?Expires=1682016211&Signature=rHZy6uvr8dE1KMywXVEiPC6g1c3Dd7XRpoP2iHCWn35q0rhWmVarNO7FgLF0yypn7sLyhMaMs6fJ41kSfyNmW8PRKQVIDD4oioIQgzx-PciTGeculbNxW98eUMLq2iGwjiaC-9j60mgYIiOe-5O~NFJdFtpoVkkINgmncT3f2Inbu~JtLmzWcr1-FrujmW3tygh~yQm~Y6qpM-rT3ZahBkBvpE386Y~Bzxece-HI-wbuNHn3VdNMCbTkcgzqrQt5jvUXYU6wED0UGOn3hW70TP9bC0jZaWOkiZHBBV33CwqL9GTd-vhN-BA2SCAb9bJtrxXJaAAqecLbHol3Uej7Wg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1989
"Stephen Graham,Jason Statham,Brad Pitt","United Kingdom,United States","Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","Comedy,Crime","English,Russian","https://m.media-amazon.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg",Diamonds,R,8.2,102,Snatch,https://www.imdb.com/video/vi1558577433/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1558577433/1434659607842-pgv4ql-1563962549758.mp4?Expires=1682015330&Signature=B1-aO15ViMLeqHmwrHGt0VwCPqDSQz8a~eG2s7MELnOTVd3ejhMPTHssKevB1y9-ZATz8batxWbzLyMB8V~NA-rjbDHBuw3KhY0uCByLWBYILlfginMTOGIMTHTnxYnlLDTFdu8RfUZ0DOhthtf3T2BQ0sgctukaezV9ek6UxKwTpW1EftaD9pPRo5VHPdRFSwEGDpziKdA31o7j58yQMvbEX9AlisJUkwYEIpvBKiUQUoxxC2xhudw2zdFezgjsVEpEChWu2LFrdqH2UH9BtInkoFnH7AKm8F58CYJOq6O2Bxy7jHanx7UU8SkmAdww~Jcp6ODIi16mZeGcgLMMSQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2000
"Frank Overton,Gregory Peck,John Megna",United States,"Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a Black man against an undeserved rape charge, and tries to educate his young children against prejudice.","Crime,Drama",English,"https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,4,190,281_.jpg",Ubiti ptico oponašalko,Approved,8.3,129,To Kill a Mockingbird,https://www.imdb.com/video/vi1222941977/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1222941977/1434659607842-pgv4ql-1616202919506.mp4?Expires=1682016227&Signature=s4b1v35i3oKHrK1PhaPU5bFf3LrXqH1BtC021l9KyzWKzwsc1CTjA1bPL8jqp53SUItpDWinUn1ZM23xHVYDoy-OJwgxjqrMmJcpCzrZ6WKjxdYk7AZfR3Kev1h6ALYd23dVWXZV6N8ATlm02P6EVyUe3dEZukI9T6iTyqEHLFOIBTLynxnBX4YoG2AsAmoBEsVrZNttzp0-u9jGWuWHoEjUQjhYY9TApKx2HasP-5PEB6MXspn-k8IR05mf37018bpvR4iBVvbaR6KG3o90v3qBiFOk9Il7kG9OjSYgck1COvyJ5w~7S18XKZBycpy~zTRj6yqLfB1vX9HVMSHnTg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1962
"Maxim Gaudette,Lubna Azabal,Mélissa Désormeaux-Poulin","Canada,France",Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,"Drama,Mystery","French,Arabic,English","https://m.media-amazon.com/images/M/MV5BMWE3MGYzZjktY2Q5Mi00Y2NiLWIyYWUtMmIyNzA3YmZlMGFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,2,190,281_.jpg",Tìm Tung Tích Mẹ,R,8.3,131,Incendies,https://www.imdb.com/video/vi722049561/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi722049561/1434659607842-pgv4ql-1616202395703.mp4?Expires=1682016225&Signature=qaCTK~Yc4c0gEQpDbFXnLxTr5ix1gVqUyNt9BaiJH1xDSb82FdEQPFSiKioCeITTSCcA1qGELNNaJ-aGHQjpOKqfMr7MI9FUNih7sIaU8wyPq7srOOxNV9-gqrGigH~PEdEpsJrEPfkGJxa~-PFkH~py3IRQKY5X2PaaSuxLHiAM196Sf-K4HzxDQ6tHoCf8eXJ7CO5-aouwEKUyFgo3bRLFNEMhVR50QEQRXcfOOllkZ4xr-hoIHThv64lHsONigINJqs62rFs3K0sTt9h6zdcqSIqSYgWoxKgIkdzLQv1io~RHxx3JIJhlrCHZ8vMKGHW1Ekv33cTu3X3zbWoN-A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2010
"Alan Rickman,Bruce Willis,Fox Plaza - 2121 Avenue of the Stars, Century City, Los Angeles, California, USA,Bonnie Bedelia",United States,A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,"Action,Thriller","English,German,Italian,Japanese","https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,2,190,281_.jpg",Umri pokončno,R,8.2,132,Die Hard,https://www.imdb.com/video/vi3895704089/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3895704089/1434659607842-pgv4ql-1545252622590.mp4?Expires=1682016209&Signature=aymMqLmmzlp0XSKnNvEMV5jB-tdzkTgaHVozfOoHEl7MAj6-sa6prEfq4bP~kAb4ZMcZwnL8ME~qgr07JTEWCNnIY~Efj4VJNIPdfR~Pb5WqcmhhKa4FDQGaDzRHEdDNMb73p1ugRJjtq5Y8aNXB4O8GBS8xpRlQt8U0Ggn5deo0EwYC5bwqYQg847mWpM4v53IxG6xLe09Pi2KgjzqoIXZhsI7jstPAJqqQ5CX9IisJLkgNxuu5IrDoLOUGd1FqfMqTqo2YfMWEEWWwIpcv0S3CHhqVIxuTmFdqV~yJbWC4a6AuvzvUJI5UWs0FDUZ4eafNNpI2ulMr9QsZPCuQiQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1988
"Edward G. Robinson,Fred MacMurray,Barbara Stanwyck",United States,"A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigato...","Crime,Drama,Film-Noir",English,"https://m.media-amazon.com/images/M/MV5BOTdlNjgyZGUtOTczYi00MDdhLTljZmMtYTEwZmRiOWFkYjRhXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_QL75_UX190_CR0,3,190,281_.jpg",Frau ohne Gewissen,Passed,8.3,107,Double Indemnity,https://www.imdb.com/video/vi2244780569/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2244780569/1434659607842-pgv4ql-1564491724838.mp4?Expires=1682016232&Signature=ul06aNZYCwkrdDUCoZqhLQZIJuSWX400NFqOxNGnsml2klaShtAeFgpX4HfuGVW0aKXoRNRL3zt-SwQJYwJ8jtd4WDt7YdVJUaHOA77sNHt6Z0ZMV922bS7gL0HZSMTaNhqSh8TBz5w~uk-pxvbA-s63gMW-D0Hw4q5A9x1J~FHNv1CG1H61ck6LCrty0oTKVrcp6AmxTGQs3ZHI2tfzZvsyZ-dk8C-IMVdnFktNDSiBpC9Y~9mbxy5IO8Gr-ILDr0xo9AImvZjWa5TIG0oODsc2RWu2wnDfUjoMOqidfUTY5Q~qQ1WFbpIHY~sika2at2GkNuVvnRC6Q~-kzZkX1Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1944
"Michael Bates,Malcolm McDowell,Patrick Magee","United Kingdom,United States","In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.","Crime,Sci-Fi",English,"https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Stanley Kubrick's A Clockwork Orange,X,8.3,136,A Clockwork Orange,https://www.imdb.com/video/vi4030506521/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi4030506521/1434659607842-pgv4ql-1564515807733.mp4?Expires=1682016234&Signature=OciHJBKQycteTSJjHouAvxIWV9Su7LWAE~167W7PnW3XCLynZ6C~7LkimSVALR7oYXHdpk-oC0k01IxUCG12KaF9VFaQ1-PwnfkSG-BESRucMjF81FfWD-McVuUjzyIG2giXtXqjkChNRBqlDR16eqMdusH3rZAOBharGy~aB1pXxTdmAM0-Ip2BbEXZRteOnFuw-jZoHOBRqVj7nq1gYpUku8kZvdeVJiH4DKHYPTHJqLpcDva8td-CrCTFxzy5Ea1yvi4n2TW6ClQmkIo~AxSuYebokAnqNKhMJA-lt0iLvgtKXzxxX~c1Tw5lSpwsYIyJF1DSegY8Wlcuzjp7xg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1971
"Robert De Niro,Cybill Shepherd,Jodie Foster",United States,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.","Crime,Drama","English,Spanish","https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,4,190,281_.jpg",Tài Xế Taxi,R,8.2,114,Taxi Driver,https://www.imdb.com/video/vi474987289/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi474987289/1434659607842-pgv4ql-1537480368139.mp4?Expires=1682016210&Signature=rSyjcjRj7c~R1RrG1jdZvcWc7j6tP0DtfgyiadgQSkMNrZzvtAh3y6KnTSaw8YDwuItMwRV4LrSmXEszjAVW0Si7NxfECAuEX2gkeq0orTPeAEh~AQU2FtK-xOlVzDaSBY~QI7ZwsVuq8PHAKtHId7x6rPFyoio43tM6XBccdD13DSG-mt3zde6OD8aLXagFb9vgpTxU9IWoC2HcAgr7NVfaSPF2JydAVY~awie4ykuZVec1IG-7uZjaM0JJf8ShcR8n8vhpTHUJZKzm0zZey8IgWlnpeJMMsyMSi2u1U5BNrxntZlDhrgw~0xVvPfod-2xtXHVeCe5tPqKkjK7d4w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1976
"Mathieu Kassovitz,Audrey Tautou,Rufus","France,Germany","Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.","Comedy,Romance","French,Russian,English","https://m.media-amazon.com/images/M/MV5BNDg4NjM1YjMtYmNhZC00MjM0LWFiZmYtNGY1YjA3MzZmODc5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",Amelie,R,8.3,122,Amélie,https://www.imdb.com/video/vi1406515737/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1406515737/1434659607842-pgv4ql-1543510067942.mp4?Expires=1682016231&Signature=IC~Jh64qee34Bed5Cn7AY6ueDUIzMKucQHh6ZtUerZsG6F8-M74mPyraALAQZy00CaWw4taWqmdNvEH7NFauOSV2M3R3JgoXClXGPgdewmAKyLNlP2m68wWTN~1hMiTdvaJpb9uDo3IhyfFvIMamjuc4s2VkDyeGuwWGDxRi0sqB2eldR2M-PqkjpkqmCrviNuGe0ugNil7kri1cN6nTJvpkaJVcf1WrLKPuAAGBdR0ms4LsfJj5-uhYHFcquofzEMibZ07Rcsw74T9hXa~KyNYyYNQKGP4uW7lKkhCiviQtHC~X6kPeKn1pCsxrNdasYCiLNcz86hpO4xaH1bSOcA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2001
"Sareh Bayat,Leila Hatami,Payman Maadi","Iran,France,Australia",A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzhei...,Drama,Persian,"https://m.media-amazon.com/images/M/MV5BN2JmMjViMjMtZTM5Mi00ZGZkLTk5YzctZDg5MjFjZDE4NjNkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",Cuộc Chia Ly,PG-13,8.3,123,A Separation,https://www.imdb.com/video/vi2758057497/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2758057497/1434659607842-pgv4ql-1616202688193.mp4?Expires=1682016215&Signature=L57Edc1Ecd~qffO0laXavniEUhnOoJNYnBYI5CmV8dytUz2nB3ujNPdK09olKHoahbuukNrGi2ReF5NtnFBIlWSzpwtlOhpBHg9ZPuyHocpBBc~NgsYCqD~AfYQg1LPy3H0Auw5sszgd~nVc38k-Xl58pCw-V-U6Vi-Tqfh5R~TjSI9nNqf0iKOMMGABw39hanQeQAtsip~XdqiwBexhrIy6pd5t6tqBCpnhwE-OSbA5V0M0qHlGSOsyDwFDPc3NsI68t-Hs0f~wvYhyQSxSzR03WatMTPfSKGQ4e8kyn7HwYn36ujyVhV9c8rZ8f2q41JxKIuemwMh1Qi3e5dD12A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2011
"James Stewart,Kim Novak,Barbara Bel Geddes",United States,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply dis...","Mystery,Romance,Thriller",English,"https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,6,190,281_.jpg",Alfred Hitchcock's Vertigo,PG,8.3,128,Vertigo,https://www.imdb.com/video/vi216072473/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi216072473/1434659607842-pgv4ql-1564539842710.mp4?Expires=1682016235&Signature=qNFEPYeGbkEGCNXwEZZ3SCNYTjMndXJsj6mhjVFj7LytF~rrEULpmDvXP~Dl5h8t2hFHAuBkcAQUzvr8kfW2alysy7XR2nH-Dmvh9oSuhrUHtbI9Sy0MvJigyOucGVT-ceaMQx2E2UPh1d-gYXtvsWf-BOJkIOrXM5wiAv-9XCYaiM36xX6XYac-vPCZ9JOSHuLK63j1BVXEw1UvKx62qNybaaVytWmnyY32Tvxqq2zmRgxrZvYszYxPcdrLk-LOkjrA7f~xOTy3DMq5VenY4dSa11mhepAAU3LBFDqeHhQQ9ZExPpcl6anC6jLKWiwCHjhUaRQSheGo7ijxcty8VQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1958
"Robert De Niro,Val Kilmer,Al Pacino",United States,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,"Action,Crime,Drama","English,Spanish","https://m.media-amazon.com/images/M/MV5BYjZjNTJlZGUtZTE1Ny00ZDc4LTgwYjUtMzk0NDgwYzZjYTk1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR3,0,190,281_.jpg",Fuego contra fuego,R,8.3,170,Heat,https://www.imdb.com/video/vi4222353689/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi4222353689/1434659607842-pgv4ql-1563484256364.mp4?Expires=1682016226&Signature=nDmZmA9YFfMxblHHTtoZ70la5heyHabpP6LvAE~ANxI6xv1eHb8axJeLFmNF9Iea2tl~PnDG~ksl778gDQsd8kkr~5Av1qOEkIAAjvhX2WilrvXz6rUyGmQ0Uf375IpfZmTrduqntgf5haZJ0PB~Wg4s6LSRGYB8bbIUj0sFKcy1yT-yYOL0W2dQjItGgFv2dXNGxIDveAmjY8ay1AgbgVvSgzd9TM4jVnqLq3rTD90MlK3Uy3lz235ycH-SXeP6~8atZ3l2YTUb8Jlr~k4ivAEuCcluJ32CAChbevaD3Ga4FgL~YouqzgeTVDkVw4P5ZWPPOndSRnw5gEUHEtq4Og__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1995
"Inge Landgut,Ellen Widmann,Peter Lorre",Germany,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.","Crime,Mystery,Thriller",German,"https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_QL75_UX190_CR0,2,190,281_.jpg",Murderers Among Us,Passed,8.3,99,M,https://www.imdb.com/video/vi605863449/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi605863449/1434659607842-pgv4ql-1593616284461.mp4?Expires=1682016237&Signature=TAo3wWZov7EGRBmI6DRDN7Ey9aGNij6yDtYpROpc8gzmGMrNy8KJY6ngicAAlmbIoLVbjfMSeRY64oyQ0BWyuk7djpL86g5gl72eLUVt4yjbbKSY~kqcIAvu4EL9V0snuCzUIFJMnnt3XH0UrPN8OP-Fk76ApWXxNH9DgpkSAYUKsybZUPBnMFC1tWgFl3W7DMpw6hKk4nCb3X4ofDAnBElb14p0dxKhEA6oMDDzQ~bfwtlAz2IrtZzFCbP0ktLuiGxkDAllHn3M1zQKfajMwncHsmCdCk1unhbxe8Mi5zYxeZXWyy7Y9ddYlIgVw4XUT-CnJYkJVsnn2fL3XaZ2Lg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1931
